year,julian-day,standard-time,Solar_Wm2,Rain_mm,Wind_ms.1,Tair_C,Tsoil_C,D_kPa,GW,E-MD,P-PD,P-MD,leaftemp,leaf-air-temp-diff
2023,223,12,402.6258205689278,3.16,1.444333,36.26048,34.58000000000004,4.603027967265372,,,,,34.5875,-1.6729800000000026
2023,223,13,396.60831509846827,0.0,2.231,36.51117,36.18000000000001,4.574579780956636,,,,,35.55875,-0.9524199999999965
2023,223,14,344.09190371991247,0.0,1.828333,37.50959,37.64000000000004,4.934656138139659,,,,,36.408750000000005,-1.100839999999998
2023,223,15,285.0109409190372,0.0,2.665666,37.80083,38.77000000000004,5.084954470797094,,,,2.0613333333333332,37.27,-0.5308299999999946
2023,223,16,159.19037199124725,0.0,1.684967,37.34837,39.43000000000001,4.938163679405602,,,,,36.95125,-0.397120000000001
2023,223,17,35.010940919037196,0.0,1.703,37.0053,39.610000000000014,4.830482160481254,,,,,34.2575,-2.747799999999998
2023,223,18,94.63894967177242,3.16,2.188333,37.76853,39.35000000000002,5.030643769492711,,,,,36.07375,-1.6947800000000015
2023,223,19,12.582056892778994,0.0,2.497667,36.6199,38.610000000000014,4.681770687037218,,,,,35.49375,-1.1261500000000026
2023,223,20,0.0,0.0,1.631,35.98724,37.03000000000003,4.482779708855014,,,,,34.5125,-1.474739999999997
2023,223,21,0.0,0.0,1.777667,35.28667,35.5,4.203457059916346,,,,,34.22625,-1.0604200000000006
2023,223,22,0.0,0.0,2.108333,34.95618,34.150000000000034,4.262208993256024,,,,,33.35625,-1.5999300000000005
2023,223,23,0.0,0.0,1.684333,34.02826,32.94,4.1158991122008874,,,,,32.8175,-1.2107600000000005
2023,224,0,0.0,3.16,1.185667,33.2882,31.860000000000017,3.890051973112638,,,,,31.74375,-1.5444500000000048
2023,224,1,0.0,0.0,0.2992667,32.39223,30.90000000000003,3.5370145873029855,,,,,30.625,-1.7672299999999979
2023,224,2,0.0,0.0,0.0,31.85447,30.0,3.3406370370935243,,,,,29.9325,-1.9219699999999982
2023,224,3,0.0,0.0,1.207,31.82736,29.170000000000016,3.509172629643812,,,,,30.0325,-1.79486
2023,224,4,0.0,0.0,1.591,31.27152,28.430000000000007,3.2767096108905047,,,,,29.53875,-1.7327699999999986
2023,224,5,0.0,0.0,1.903,30.51685,27.65000000000003,3.3997888181703715,,,,,27.76125,-2.755600000000001
2023,224,6,2.1881838074398248,3.16,0.9136667,29.15888,26.94,3.0576536905805733,,,,,25.9075,-3.251380000000001
2023,224,7,43.7636761487965,0.0,1.457667,29.90452,27.129999999999995,3.134226977413422,,,,,26.04625,-3.858270000000001
2023,224,8,123.63238512035012,0.0,1.873667,30.65919,28.480000000000015,3.158548144040569,,,,,28.205000000000002,-2.454189999999997
2023,224,9,155.9080962800875,0.0,1.671,31.4414,30.06,3.187694349701305,,,,,30.67625,-0.765150000000002
2023,224,10,329.8687089715536,0.0,2.313667,33.76725,31.82000000000005,4.111847325852502,,,,,32.707499999999996,-1.059750000000001
2023,224,11,378.5557986870897,0.0,1.687,34.55236,33.700000000000045,4.397941585480053,,,,,33.4675,-1.084859999999999
2023,224,12,405.3610503282275,3.16,1.521667,35.70152,35.52000000000004,4.741701154184364,,,,,34.25375,-1.4477700000000056
2023,224,13,398.24945295404814,0.0,2.108333,36.54694,37.22000000000003,5.031926117450285,,,,,34.6575,-1.8894400000000005
2023,224,14,369.2560175054704,0.0,1.892333,37.29082,38.72000000000003,5.325457455894852,,,,,35.76875,-1.5220699999999994
2023,224,15,314.5514223194748,0.0,1.378767,38.41238,39.82000000000005,5.748586941268428,,,,,37.32625,-1.0861299999999972
2023,224,16,242.3413566739606,0.0,2.412333,39.11832,40.420000000000016,5.965177532599904,,,,,38.2175,-0.900819999999996
2023,224,17,160.83150984682712,0.0,1.4641,38.53286,40.5,5.721136317198893,,,,,37.6,-0.932859999999998
2023,224,18,78.22757111597373,3.16,1.788333,38.30523,40.120000000000005,5.694761017088583,,,,,36.86875,-1.436480000000003
2023,224,19,9.299781181619256,0.0,1.324333,36.89429,39.27000000000004,5.210881370512866,,,,,34.504999999999995,-2.3892900000000026
2023,224,20,0.0,0.0,0.0,35.26097,37.57000000000005,4.548538293648543,,,,,30.9875,-4.27347
2023,224,21,0.0,0.0,0.0,33.19658,35.920000000000016,3.93900368040086,,,,,29.947499999999998,-3.2490799999999993
2023,224,22,0.0,0.0,1.439,33.86543,34.460000000000036,4.035954912215046,,,,,31.37,-2.4954300000000025
2023,224,23,0.0,0.0,2.252333,33.55814,33.14000000000004,3.8719890872323055,,,,,32.714999999999996,-0.8431400000000053
2023,225,0,0.0,3.16,1.484333,31.86111,31.950000000000045,3.5109354540989424,,,,,31.25875,-0.6023600000000009
2023,225,1,0.0,0.0,1.401667,30.94841,30.890000000000043,3.1945016627129004,,,,,29.7,-1.2484099999999998
2023,225,2,0.0,0.0,0.7736,30.39709,29.90000000000003,2.991848203461501,,,,,28.30125,-2.095839999999999
2023,225,3,0.0,0.0,0.213,29.26282,28.99000000000001,2.6865260025393907,,,,,26.3325,-2.930320000000002
2023,225,4,0.0,0.0,0.0,28.50589,28.180000000000007,2.5090497366250406,,,,,25.673750000000002,-2.832139999999999
2023,225,5,0.0,0.0,0.0,26.82141,27.390000000000043,2.0902878530167444,,,,,24.21375,-2.607659999999999
2023,225,6,2.735229759299781,3.16,0.0,27.83575,26.69,2.280502476949416,,,,,24.3675,-3.468250000000001
2023,225,7,74.945295404814,0.0,1.177667,30.11541,26.890000000000043,2.763130042937809,,,,,26.85125,-3.2641600000000004
2023,225,8,165.75492341356673,0.0,1.527,31.81383,28.25,3.1957391842142653,,,,,29.765,-2.048829999999999
2023,225,9,247.26477024070024,0.0,1.660333,32.53611,29.879999999999995,3.4483007320179335,,,,,31.8625,-0.67361
